tier,id,content,tier_name,tier_type,time_start,time_end,source,linguist,language
6,10,mort c'est le vieux qui est mort c'est,Jean_Transcription-txt-mkt,Phrases,28.221,30.61,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,1,m,JeanPhilippe_Transcription-txt-mkt,Phrases,30.1,30.61,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,11,tu parles du cheval avec lequel le vieux faisait des trucs avant,Jean_Transcription-txt-mkt,Phrases,30.804,33.775,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,12,c'est pareil avec i wâng ka i xhaohmu i mwan ka i xhaohmu,Jean_Transcription-txt-mkt,Phrases,39.085,42.865,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,2,oui,JeanPhilippe_Transcription-txt-mkt,Phrases,40.79,41.24,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,3,i mwan ka i xhaohmu,JeanPhilippe_Transcription-txt-mkt,Phrases,43.66,44.64,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,13,i mwa ka i xhaohmu,Jean_Transcription-txt-mkt,Phrases,44.645,45.905,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,14,donc ça va être,Jean_Transcription-txt-mkt,Phrases,55.044,56.198,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,15,quelque chose,Jean_Transcription-txt-mkt,Phrases,56.69,57.318,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,16,avec lequel le vieux,Jean_Transcription-txt-mkt,Phrases,57.935,59.672,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,17,avait l'habitude de faire des trucs,Jean_Transcription-txt-mkt,Phrases,59.772,61.382,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,18,"est-ce que on peut dire ça d'une personne qui vit encore, par exemple i mwa ka i apuli",Jean_Transcription-txt-mkt,Phrases,63.833,70.623,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,19,i mwa ka yo,Jean_Transcription-txt-mkt,Phrases,72.103,73.243,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,4,i mwaneong,JeanPhilippe_Transcription-txt-mkt,Phrases,75.981,76.667,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,5,a i mwa ka yo on dirait tu peux dire ça aussi,JeanPhilippe_Transcription-txt-mkt,Phrases,76.819,80.089,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,6,i mwa ka yo i mwa ka oui tu peux dire,JeanPhilippe_Transcription-txt-mkt,Phrases,81.599,84.399,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,7,ehni i mwa ka yo oui tu peux dire ça,JeanPhilippe_Transcription-txt-mkt,Phrases,84.414,86.954,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,20,ehni mwa ka yo,Jean_Transcription-txt-mkt,Phrases,87.789,89.409,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,8,ehni loto ka yo téï c'est juste pour dire ah ça c'est ma voiture téï,JeanPhilippe_Transcription-txt-mkt,Phrases,92.461,96.495,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,21,est-ce que du coup c'est plutôt uen histoire de,Jean_Transcription-txt-mkt,Phrases,107.31,110.14,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,22,pour marquer que ça c'est ta voiture qui t'appartient alors que,Jean_Transcription-txt-mkt,Phrases,111.99,115.8,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,23,i lotoneong par exemple ça va être juste être ma voiture,Jean_Transcription-txt-mkt,Phrases,116.2,118.71,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,9,oui voilà hein on dirait que oui c'est pour bien marquer que c'est,JeanPhilippe_Transcription-txt-mkt,Phrases,122.473,126.253,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,24,ok après euh si tu as par exemple,Jean_Transcription-txt-mkt,Phrases,142.384,145.634,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,25,mon père c'est jamwong,Jean_Transcription-txt-mkt,Phrases,150.038,151.375,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,26,jamwong,Jean_Transcription-txt-mkt,Phrases,152.312,152.838,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,10,jahmwong,JeanPhilippe_Transcription-txt-mkt,Phrases,153.597,154.337,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,27,jamwong,Jean_Transcription-txt-mkt,Phrases,154.332,154.992,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,28,jahmong,Jean_Transcription-txt-mkt,Phrases,155.455,155.958,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,11,jahmwong,JeanPhilippe_Transcription-txt-mkt,Phrases,156.347,156.987,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,29,juste encore une fois,Jean_Transcription-txt-mkt,Phrases,164.157,165.437,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,30,jamwong ou jahmwong,Jean_Transcription-txt-mkt,Phrases,165.89,167.741,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,12,jamwong,JeanPhilippe_Transcription-txt-mkt,Phrases,168.757,169.317,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,31,première fois,Jean_Transcription-txt-mkt,Phrases,170.21,171.467,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,32,est-ce qu'on peut dire jamwaneong,Jean_Transcription-txt-mkt,Phrases,174.726,176.396,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,13,non,JeanPhilippe_Transcription-txt-mkt,Phrases,176.866,177.226,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,33,jamwa,Jean_Transcription-txt-mkt,Phrases,178.278,178.827,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,34,jamwa ka yo,Jean_Transcription-txt-mkt,Phrases,179.158,179.855,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,14,oui on dirait tu peux dire ça,JeanPhilippe_Transcription-txt-mkt,Phrases,181.041,182.471,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,35,jamwan ka yo ou jamwa ka yo,Jean_Transcription-txt-mkt,Phrases,182.662,184.022,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,15,jamwa ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,183.957,184.897,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,16,ehni i jamwaka- eh i jamwa ka neong,JeanPhilippe_Transcription-txt-mkt,Phrases,186.175,188.141,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,36,jamwan ka yo,Jean_Transcription-txt-mkt,Phrases,190.758,191.57,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,17,non hein,JeanPhilippe_Transcription-txt-mkt,Phrases,192.941,193.25,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,37,avec la même différence jamwong c'est mon père jamwa ka yo ça c'est le père à moi,Jean_Transcription-txt-mkt,Phrases,194.295,198.745,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,38,y a trois pères là ça c'est le père à l'autre l'autre pis ça c'est le père à moi,Jean_Transcription-txt-mkt,Phrases,198.915,201.575,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,18,jamwong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,203.444,204.552,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,39,jamwong ka yo,Jean_Transcription-txt-mkt,Phrases,206.164,207.004,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,19,jamwong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,207.069,207.909,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,40,jamwan ka yo ça existe?,Jean_Transcription-txt-mkt,Phrases,210.506,212.266,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,20,quoi?,JeanPhilippe_Transcription-txt-mkt,Phrases,212.331,212.851,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,41,jamwan ka yo,Jean_Transcription-txt-mkt,Phrases,212.826,213.796,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,21,jamwong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,214.201,215.191,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,42,jamwong ka yo,Jean_Transcription-txt-mkt,Phrases,215.201,216.371,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,22,mon père à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,223.33,224.152,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,43,pour bien marquer que voilà,Jean_Transcription-txt-mkt,Phrases,226.031,227.631,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,44,est-ce que par curiosité est-ce que ça ça peut être,Jean_Transcription-txt-mkt,Phrases,229.096,233.016,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,45,si tu dis par exemple,Jean_Transcription-txt-mkt,Phrases,235.022,236.622,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,46,ma copine,Jean_Transcription-txt-mkt,Phrases,240.857,241.567,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,47,on peut dire thamo neong,Jean_Transcription-txt-mkt,Phrases,242.277,243.747,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,48,tu dis thamo ka yo,Jean_Transcription-txt-mkt,Phrases,245.832,247.158,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,23,euh,JeanPhilippe_Transcription-txt-mkt,Phrases,253.09,253.958,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,24,pareil,JeanPhilippe_Transcription-txt-mkt,Phrases,254.118,254.472,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,49,pareil,Jean_Transcription-txt-mkt,Phrases,254.987,255.284,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,25,mais voilà c'est ma copine à moi ou,JeanPhilippe_Transcription-txt-mkt,Phrases,258.358,260.77,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,26,mais pareil?,JeanPhilippe_Transcription-txt-mkt,Phrases,262.404,263.535,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,27,pas plus de téï mais c'est juste pour marquer,JeanPhilippe_Transcription-txt-mkt,Phrases,265.204,267.238,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,28,mais voilà,JeanPhilippe_Transcription-txt-mkt,Phrases,267.467,267.787,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,29,c'est à moi tu répètes,JeanPhilippe_Transcription-txt-mkt,Phrases,269.09,270.347,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,30,t'as,JeanPhilippe_Transcription-txt-mkt,Phrases,270.45,270.712,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,31,c'est à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,271.318,271.81,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,32,mon à moi tu dis c'est mon père à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,273.581,276.564,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,33,ma copine à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,277.021,278.358,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,34,la maison à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,278.918,279.81,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,50,mais c'est pas forcément plus affectueux,Jean_Transcription-txt-mkt,Phrases,279.947,281.261,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,35,oui c'est,JeanPhilippe_Transcription-txt-mkt,Phrases,281.672,282.027,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,36,JP: ,JeanPhilippe_Transcription-txt-mkt,Phrases,282.324,282.975,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,37,pour,JeanPhilippe_Transcription-txt-mkt,Phrases,283.352,283.604,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,38,tu répètes téï ça c'est à moi moi,JeanPhilippe_Transcription-txt-mkt,Phrases,283.707,286.107,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,39,ma voiture à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,286.758,287.752,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,40,mais voilà téï c'est pas comme si tu dis,JeanPhilippe_Transcription-txt-mkt,Phrases,288.69,290.632,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,41,lotoneong,JeanPhilippe_Transcription-txt-mkt,Phrases,291.512,292.541,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,42,c'est ma voiture,JeanPhilippe_Transcription-txt-mkt,Phrases,293.627,294.484,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,43,tu dis juste comme ça,JeanPhilippe_Transcription-txt-mkt,Phrases,294.69,295.341,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,44,mais là tu ,JeanPhilippe_Transcription-txt-mkt,Phrases,295.707,295.97,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,45,c'est ma voiture à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,296.175,297.101,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,46,téï i mwa ka yo c'est ma maison à moi,JeanPhilippe_Transcription-txt-mkt,Phrases,297.992,300.598,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,51,voilà,Jean_Transcription-txt-mkt,Phrases,301.032,301.318,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,52,mais thamo neong et thamo ka yo ça fait,Jean_Transcription-txt-mkt,Phrases,303.501,304.998,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,53,pas une grosse différence,Jean_Transcription-txt-mkt,Phrases,305.147,305.444,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,47,oui ça fait pas,JeanPhilippe_Transcription-txt-mkt,Phrases,306.358,306.712,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,48,différence,JeanPhilippe_Transcription-txt-mkt,Phrases,306.872,307.558,vamale-180720-JP-ka_LR.eaf,FALSE,fr
6,54,alors apparemment on peut pas dire,Jean_Transcription-txt-mkt,Phrases,317.467,320.015,vamale-180720-JP-ka_LR.eaf,TRUE,fr
6,55,on peut dire saxhweo ka yo?,Jean_Transcription-txt-mkt,Phrases,322.312,323.512,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,49,oui,JeanPhilippe_Transcription-txt-mkt,Phrases,324.707,325.157,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,56,on peut dire saxhweo ka yo,Jean_Transcription-txt-mkt,Phrases,325.523,326.633,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,50,yo saxhweong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,327.112,328.118,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,57,saxhweong ka yo,Jean_Transcription-txt-mkt,Phrases,329.057,329.847,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,51,yo saxhweong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,329.97,330.952,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,52,moi je veux pas moi téï,JeanPhilippe_Transcription-txt-mkt,Phrases,332.552,334.084,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,53,tu dis ça téï,JeanPhilippe_Transcription-txt-mkt,Phrases,334.324,335.421,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,54,yo saxhweong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,335.981,337.021,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,55,moi je veux pas moi,JeanPhilippe_Transcription-txt-mkt,Phrases,337.592,338.495,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,58,saxhweong c'est,Jean_Transcription-txt-mkt,Phrases,341.49,341.97,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,59,saxhwong,Jean_Transcription-txt-mkt,Phrases,342.164,342.438,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,56,saxhweong,JeanPhilippe_Transcription-txt-mkt,Phrases,342.838,343.421,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,60,saxhweong,Jean_Transcription-txt-mkt,Phrases,344.015,344.267,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,61,saweo ça va aussi?,Jean_Transcription-txt-mkt,Phrases,344.735,345.375,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,57,saxhweo ça va ,JeanPhilippe_Transcription-txt-mkt,Phrases,346.347,347.112,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,62,sinuo ka yo?,Jean_Transcription-txt-mkt,Phrases,351.215,352.004,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,58,yo sinuong ka yo,JeanPhilippe_Transcription-txt-mkt,Phrases,354.77,355.924,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,63,d'accord,Jean_Transcription-txt-mkt,Phrases,364.701,365.101,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,64,si,Jean_Transcription-txt-mkt,Phrases,367.49,368.198,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,65,abu,Jean_Transcription-txt-mkt,Phrases,375.661,376.335,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,66,abu evwa,Jean_Transcription-txt-mkt,Phrases,376.598,377.398,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,67,ti,Jean_Transcription-txt-mkt,Phrases,377.764,378.084,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,68,ka,Jean_Transcription-txt-mkt,Phrases,379.364,379.89,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,69,gana,Jean_Transcription-txt-mkt,Phrases,380.987,381.581,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,70,ma yo,Jean_Transcription-txt-mkt,Phrases,381.73,382.21,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,71,ça se dit?,Jean_Transcription-txt-mkt,Phrases,382.781,383.067,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,59,t'as écrit quoi là là,JeanPhilippe_Transcription-txt-mkt,Phrases,389.364,390.267,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,60,abu,JeanPhilippe_Transcription-txt-mkt,Phrases,390.3,390.91,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,72,abu,Jean_Transcription-txt-mkt,Phrases,391.06,391.62,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,61,m,JeanPhilippe_Transcription-txt-mkt,Phrases,391.555,391.975,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,73,abu e vwa wîîn par exemple,Jean_Transcription-txt-mkt,Phrases,392.16,393.21,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,62,oui,JeanPhilippe_Transcription-txt-mkt,Phrases,393.54,394.49,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,74,ka gana ma yo,Jean_Transcription-txt-mkt,Phrases,394.324,395.067,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,63,abu e vwa wîîn ka abu ma gana,JeanPhilippe_Transcription-txt-mkt,Phrases,396.358,398.815,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,75,abu e vwa wîîn,Jean_Transcription-txt-mkt,Phrases,401.227,402.038,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,64,ka abu ma gana,JeanPhilippe_Transcription-txt-mkt,Phrases,402.461,403.375,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,65,a abu evwa fati ka abu ma gana a,JeanPhilippe_Transcription-txt-mkt,Phrases,410.244,412.221,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,66,parler,JeanPhilippe_Transcription-txt-mkt,Phrases,413.316,414.216,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,67,abu e weke ka abu ma gana,JeanPhilippe_Transcription-txt-mkt,Phrases,415.158,416.975,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,76,pas ya ka yo mais ka abu,Jean_Transcription-txt-mkt,Phrases,418.792,420.781,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,68,ka yo ma gana non mais tu peux dire,JeanPhilippe_Transcription-txt-mkt,Phrases,422.427,423.97,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,69,mais là tu dis abu parce que vous êtes deux téï,JeanPhilippe_Transcription-txt-mkt,Phrases,426.37,428.678,vamale-180720-JP-ka_LR.eaf,FALSE,fr
2,70,non mais tu peux dire moi pis gana,JeanPhilippe_Transcription-txt-mkt,Phrases,429.261,431.33,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,77,mais,Jean_Transcription-txt-mkt,Phrases,433.021,433.672,vamale-180720-JP-ka_LR.eaf,TRUE,va
2,71,ka yo ma gana ma moi pis gana,JeanPhilippe_Transcription-txt-mkt,Phrases,435.044,436.804,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,78,mais c'est plus commun de dire ka abu ma gana parce que abu y a moi déjà,Jean_Transcription-txt-mkt,Phrases,437.547,442.187,vamale-180720-JP-ka_LR.eaf,TRUE,fr
2,72,nous deux,JeanPhilippe_Transcription-txt-mkt,Phrases,438.712,439.502,vamale-180720-JP-ka_LR.eaf,FALSE,va
2,73,m,JeanPhilippe_Transcription-txt-mkt,Phrases,442.392,442.644,vamale-180720-JP-ka_LR.eaf,FALSE,va
6,79,merci,Jean_Transcription-txt-mkt,Phrases,449.844,450.111,vamale-180720-JP-ka_LR.eaf,TRUE,va
6,1,ah,Jean_Transcription-txt-mkt,Phrases,0,0.311,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,1,oui,Nigai_Transcription-txt-mkt,Phrases,0.321,0.604,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
2,2,pala,Nigai_Transcription-txt-mkt,Phrases,0.882,1.168,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
2,3,pala i tooca,Nigai_Transcription-txt-mkt,Phrases,1.579,3.076,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,2,donc,Jean_Transcription-txt-mkt,Phrases,3.533,4.013,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
6,3,ok pala ça veut dire avec,Jean_Transcription-txt-mkt,Phrases,6.023,8.212,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
2,4,voilà,Nigai_Transcription-txt-mkt,Phrases,8.219,8.714,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,4,ça veut dire juste à côté?,Jean_Transcription-txt-mkt,Phrases,8.618,9.737,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
6,5,ça peut dire dessus ou dessous aussi?,Jean_Transcription-txt-mkt,Phrases,10.498,11.792,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
2,5,tu peux dire juste à côté pala i amanaen a celan ,Nigai_Transcription-txt-mkt,Phrases,11.798,16.152,vamale-180807-dede-pala-cela_LR.eaf,FALSE,fr
2,6,à côté c'est celan,Nigai_Transcription-txt-mkt,Phrases,16.859,17.933,vamale-180807-dede-pala-cela_LR.eaf,FALSE,fr
6,6,jelan,Jean_Transcription-txt-mkt,Phrases,18.276,18.79,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,7,celan,Nigai_Transcription-txt-mkt,Phrases,19.088,19.522,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,7,celan,Jean_Transcription-txt-mkt,Phrases,19.804,20.245,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,8,celan,Nigai_Transcription-txt-mkt,Phrases,20.431,20.808,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
2,9,celan,Nigai_Transcription-txt-mkt,Phrases,24.368,24.882,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,8,à côté,Jean_Transcription-txt-mkt,Phrases,25.328,26.617,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,10,celan,Nigai_Transcription-txt-mkt,Phrases,26.739,27.225,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,9,après y a jelan ça c'est le côté,Jean_Transcription-txt-mkt,Phrases,28.048,30.265,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
6,10,pwan jelan c'est sur le côté,Jean_Transcription-txt-mkt,Phrases,30.863,32.486,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
2,11,pwan jelan sur le côté,Nigai_Transcription-txt-mkt,Phrases,32.535,33.432,vamale-180807-dede-pala-cela_LR.eaf,FALSE,fr
6,11,celan c'est à côté,Jean_Transcription-txt-mkt,Phrases,33.976,34.967,vamale-180807-dede-pala-cela_LR.eaf,TRUE,fr
2,12,celan c'est à côté,Nigai_Transcription-txt-mkt,Phrases,34.873,36.044,vamale-180807-dede-pala-cela_LR.eaf,FALSE,fr
6,12,a moo,Jean_Transcription-txt-mkt,Phrases,36.053,36.597,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,13,a moo celan,Nigai_Transcription-txt-mkt,Phrases,37.148,37.987,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,13,a moo celan,Jean_Transcription-txt-mkt,Phrases,38.035,39.071,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,14,a moo pwan jelan,Nigai_Transcription-txt-mkt,Phrases,39.071,40.109,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,14,a moo celam a moo celong?,Jean_Transcription-txt-mkt,Phrases,40.469,43.211,vamale-180807-dede-pala-cela_LR.eaf,TRUE,va
2,15,oo a moo celong,Nigai_Transcription-txt-mkt,Phrases,43.218,44.118,vamale-180807-dede-pala-cela_LR.eaf,FALSE,va
6,15,celong d'accord,Jean_Transcription-txt-mkt,Phrases,44.573,45.282,vamale-180807-dede-pala-cela_LR.eaf,TRUE,en
